portfolio_id,stock_symbol,stock_name,quantity,stock_sector,purchase_price,current_price,YTD_Perf,3YR_Perf,5YR_Perf,total_cost,current_value,percent_of_portfolio
PORT-1008,GE,General Electric Company,79,Industrials,222.047,320.82,0.17,302.24,365.69,17541.713,25344.78,0.88
PORT-1008,PG,The Procter & Gamble Company,101,Consumer Defensive,126.8414,145.91,4.42,10.68,24.71,12810.981399999999,14736.91,0.51
PORT-1008,PLTR,Palantir Technologies Inc.,25,Technology,141.7857,143.34,-14.61,874.44,521.6,3544.6425,3583.5,0.12
PORT-1008,INTC,Intel Corporation,71,Technology,94.9806,120.89,206.98,292.35,132.21,6743.6226,8583.19,0.3
PORT-1008,MA,Mastercard Incorporated,36,Financial Services,544.544,493.75,-12.04,37.67,41.28,19603.584,17775.0,0.62
PORT-1008,ABBV,AbbVie Inc.,64,Healthcare,208.938,218.63,-3.09,76.46,135.02,13372.032,13992.32,0.49
PORT-1008,INTC,Intel Corporation,145,Technology,130.2939,120.89,206.98,292.35,132.21,18892.6155,17529.05,0.61
PORT-1008,MA,Mastercard Incorporated,150,Financial Services,435.6352,493.75,-12.04,37.67,41.28,65345.28,74062.5,2.58
PORT-1008,GE,General Electric Company,121,Industrials,285.489,320.82,0.17,302.24,365.69,34544.168999999994,38819.22,1.35
PORT-1008,JPM,JPMorgan Chase & Co.,140,Financial Services,233.4384,296.73,-7.95,134.12,102.77,32681.376,41542.200000000004,1.45
PORT-1008,JPM,JPMorgan Chase & Co.,69,Financial Services,302.2728,296.73,-7.95,134.12,102.77,20856.823200000003,20474.370000000003,0.71
PORT-1008,PG,The Procter & Gamble Company,101,Consumer Defensive,146.0151,145.91,4.42,10.68,24.71,14747.525099999999,14736.91,0.51
PORT-1008,AMZN,"Amazon.com, Inc.",45,Consumer Cyclical,274.5685,274.0,20.97,127.24,70.26,12355.582499999999,12330.0,0.43
PORT-1008,PG,The Procter & Gamble Company,89,Consumer Defensive,146.0151,145.91,4.42,10.68,24.71,12995.3439,12985.99,0.45
PORT-1008,XOM,Exxon Mobil Corporation,84,Energy,147.9,146.96,21.44,58.99,192.13,12423.6,12344.640000000001,0.43
PORT-1008,ABBV,AbbVie Inc.,117,Healthcare,211.092,218.63,-3.09,76.46,135.02,24697.764000000003,25579.71,0.89
PORT-1008,UNH,UnitedHealth Group Incorporated,48,Healthcare,276.4872,382.53,14.6,-16.72,2.47,13271.385599999998,18361.44,0.64
PORT-1008,AAPL,Apple Inc.,89,Technology,326.3925,312.51,15.53,78.78,157.97,29048.9325,27813.39,0.97
PORT-1008,TSLA,"Tesla, Inc.",113,Consumer Cyclical,308.252,442.1,0.92,116.79,112.58,34832.476,49957.3,1.74
PORT-1008,MA,Mastercard Incorporated,6,Financial Services,356.4288,493.75,-12.04,37.67,41.28,2138.5728,2962.5,0.1
PORT-1008,INTC,Intel Corporation,114,Technology,90.1098,120.89,206.98,292.35,132.21,10272.5172,13781.460000000001,0.48
PORT-1008,PYPL,"PayPal Holdings, Inc.",83,Financial Services,32.3824,44.46,-23.3,-27.9,-82.76,2687.7391999999995,3690.1800000000003,0.13
PORT-1008,INTC,Intel Corporation,64,Technology,120.5523,120.89,206.98,292.35,132.21,7715.3472,7736.96,0.27
PORT-1008,ABBV,AbbVie Inc.,39,Healthcare,215.4,218.63,-3.09,76.46,135.02,8400.6,8526.57,0.3
PORT-1008,KO,The Coca-Cola Company,49,Consumer Defensive,64.4798,80.41,17.13,47.39,68.83,3159.5101999999997,3940.0899999999997,0.14
PORT-1008,KO,The Coca-Cola Company,125,Consumer Defensive,89.782,80.41,17.13,47.39,68.83,11222.75,10051.25,0.35
PORT-1008,MA,Mastercard Incorporated,102,Financial Services,410.8832,493.75,-12.04,37.67,41.28,41910.0864,50362.5,1.75
PORT-1008,JPM,JPMorgan Chase & Co.,33,Financial Services,221.4672,296.73,-7.95,134.12,102.77,7308.4176,9792.09,0.34
PORT-1008,QQQ,Invesco QQQ Trust,3,Index Funds / ETFs,649.2105,735.6,20.13,115.13,127.76,1947.6315,2206.8,0.08
PORT-1008,CVS,CVS Health Corporation,73,Healthcare,92.9907,92.97,18.01,53.55,27.78,6788.3211,6786.8099999999995,0.24
PORT-1008,TSLA,"Tesla, Inc.",113,Consumer Cyclical,466.7816,442.1,0.92,116.79,112.58,52746.3208,49957.3,1.74
PORT-1008,VOO,Vanguard S&P 500 ETF,33,Index Funds / ETFs,648.5624,693.91,10.79,88.19,93.15,21402.5592,22899.03,0.8
PORT-1008,QQQ,Invesco QQQ Trust,81,Index Funds / ETFs,525.204,735.6,20.13,115.13,127.76,42541.524,59583.6,2.08
PORT-1008,VOO,Vanguard S&P 500 ETF,83,Index Funds / ETFs,696.8596,693.91,10.79,88.19,93.15,57839.3468,57594.53,2.01
PORT-1008,VOO,Vanguard S&P 500 ETF,110,Index Funds / ETFs,565.7672,693.91,10.79,88.19,93.15,62234.392,76330.09999999999,2.66
PORT-1008,PYPL,"PayPal Holdings, Inc.",26,Financial Services,38.9464,44.46,-23.3,-27.9,-82.76,1012.6063999999999,1155.96,0.04
PORT-1008,GOOG,Alphabet Inc.,2,Technology,346.347,386.12,22.54,215.55,220.43,692.694,772.24,0.03
PORT-1008,AMZN,"Amazon.com, Inc.",115,Consumer Cyclical,217.48,274.0,20.97,127.24,70.26,25010.199999999997,31510.0,1.1
PORT-1008,MSFT,Microsoft Corporation,43,Technology,375.5297,426.99,-9.31,33.1,79.84,16147.7771,18360.57,0.64
PORT-1008,WMT,Walmart Inc.,32,Consumer Defensive,111.4276,118.9,5.86,150.93,168.39,3565.6832,3804.8,0.13
PORT-1008,XOM,Exxon Mobil Corporation,149,Energy,124.236,146.96,21.44,58.99,192.13,18511.164,21897.04,0.76
PORT-1008,SOFI,"SoFi Technologies, Inc.",47,Financial Services,11.319,16.97,-38.2,144.52,-25.08,531.993,797.5899999999999,0.03
PORT-1008,TSLA,"Tesla, Inc.",97,Consumer Cyclical,435.9564,442.1,0.92,116.79,112.58,42287.7708,42883.700000000004,1.49
PORT-1008,CVS,CVS Health Corporation,78,Healthcare,79.1802,92.97,18.01,53.55,27.78,6176.0556,7251.66,0.25
PORT-1008,AMZN,"Amazon.com, Inc.",134,Consumer Cyclical,263.6945,274.0,20.97,127.24,70.26,35335.063,36716.0,1.28
PORT-1008,AMZN,"Amazon.com, Inc.",38,Consumer Cyclical,277.287,274.0,20.97,127.24,70.26,10536.905999999999,10412.0,0.36
PORT-1008,SOFI,"SoFi Technologies, Inc.",31,Financial Services,12.2892,16.97,-38.2,144.52,-25.08,380.9652,526.0699999999999,0.02
PORT-1008,MSFT,Microsoft Corporation,81,Technology,321.8826,426.99,-9.31,33.1,79.84,26072.4906,34586.19,1.2
PORT-1008,QQQ,Invesco QQQ Trust,6,Index Funds / ETFs,517.9095,735.6,20.13,115.13,127.76,3107.457,4413.6,0.15
PORT-1008,CVS,CVS Health Corporation,131,Healthcare,75.4974,92.97,18.01,53.55,27.78,9890.1594,12179.07,0.42
PORT-1008,BA,The Boeing Company,130,Industrials,213.085,228.78,0.44,11.22,-10.19,27701.05,29741.4,1.04
PORT-1008,GE,General Electric Company,106,Industrials,320.3821,320.82,0.17,302.24,365.69,33960.5026,34006.92,1.18
PORT-1008,GOOG,Alphabet Inc.,57,Technology,334.8021,386.12,22.54,215.55,220.43,19083.7197,22008.84,0.77
PORT-1008,TSLA,"Tesla, Inc.",128,Consumer Cyclical,325.8664,442.1,0.92,116.79,112.58,41710.8992,56588.8,1.97
PORT-1008,INTC,Intel Corporation,29,Technology,121.77,120.89,206.98,292.35,132.21,3531.33,3505.81,0.12
PORT-1008,KO,The Coca-Cola Company,60,Consumer Defensive,78.3552,80.41,17.13,47.39,68.83,4701.312,4824.599999999999,0.17
PORT-1008,JPM,JPMorgan Chase & Co.,63,Financial Services,218.4744,296.73,-7.95,134.12,102.77,13763.887200000001,18693.99,0.65
PORT-1008,NVDA,NVIDIA Corporation,14,Technology,221.104,214.25,13.46,466.79,1220.61,3095.456,2999.5,0.1
PORT-1008,SOFI,"SoFi Technologies, Inc.",130,Financial Services,12.1275,16.97,-38.2,144.52,-25.08,1576.575,2206.1,0.08
PORT-1008,GE,General Electric Company,116,Industrials,307.6937,320.82,0.17,302.24,365.69,35692.4692,37215.12,1.3
PORT-1008,TSLA,"Tesla, Inc.",150,Consumer Cyclical,325.8664,442.1,0.92,116.79,112.58,48879.96,66315.0,2.31
PORT-1008,PLTR,Palantir Technologies Inc.,85,Technology,132.51,143.34,-14.61,874.44,521.6,11263.349999999999,12183.9,0.42
PORT-1008,PG,The Procter & Gamble Company,50,Consumer Defensive,109.1426,145.91,4.42,10.68,24.71,5457.13,7295.5,0.25
PORT-1008,MA,Mastercard Incorporated,120,Financial Services,480.1888,493.75,-12.04,37.67,41.28,57622.656,59250.0,2.06
PORT-1008,CVS,CVS Health Corporation,121,Healthcare,79.1802,92.97,18.01,53.55,27.78,9580.8042,11249.369999999999,0.39
PORT-1008,MSFT,Microsoft Corporation,118,Technology,338.3894,426.99,-9.31,33.1,79.84,39929.9492,50384.82,1.75
PORT-1008,XOM,Exxon Mobil Corporation,6,Energy,119.799,146.96,21.44,58.99,192.13,718.7940000000001,881.76,0.03
PORT-1008,SOFI,"SoFi Technologies, Inc.",110,Financial Services,13.5828,16.97,-38.2,144.52,-25.08,1494.1080000000002,1866.6999999999998,0.07
PORT-1008,NVDA,NVIDIA Corporation,8,Technology,176.458,214.25,13.46,466.79,1220.61,1411.664,1714.0,0.06
PORT-1008,GOOG,Alphabet Inc.,8,Technology,311.7123,386.12,22.54,215.55,220.43,2493.6984,3088.96,0.11
PORT-1008,AAPL,Apple Inc.,21,Technology,285.982,312.51,15.53,78.78,157.97,6005.622,6562.71,0.23
PORT-1008,PYPL,"PayPal Holdings, Inc.",2,Financial Services,34.5704,44.46,-23.3,-27.9,-82.76,69.1408,88.92,0.0
PORT-1008,AAPL,Apple Inc.,4,Technology,313.9585,312.51,15.53,78.78,157.97,1255.834,1250.04,0.04
PORT-1008,GE,General Electric Company,9,Industrials,266.4564,320.82,0.17,302.24,365.69,2398.1076,2887.38,0.1
PORT-1008,PG,The Procter & Gamble Company,25,Consumer Defensive,115.0422,145.91,4.42,10.68,24.71,2876.055,3647.75,0.13
PORT-1008,UNH,UnitedHealth Group Incorporated,36,Healthcare,337.9288,382.53,14.6,-16.72,2.47,12165.436800000001,13771.079999999998,0.48
PORT-1008,KO,The Coca-Cola Company,1,Consumer Defensive,77.539,80.41,17.13,47.39,68.83,77.539,80.41,0.0
PORT-1008,KO,The Coca-Cola Company,81,Consumer Defensive,62.0312,80.41,17.13,47.39,68.83,5024.5271999999995,6513.21,0.23
PORT-1008,GOOG,Alphabet Inc.,13,Technology,288.6225,386.12,22.54,215.55,220.43,3752.0925,5019.56,0.17
PORT-1008,GOOG,Alphabet Inc.,83,Technology,404.0715,386.12,22.54,215.55,220.43,33537.9345,32047.96,1.12
PORT-1008,QQQ,Invesco QQQ Trust,86,Index Funds / ETFs,583.56,735.6,20.13,115.13,127.76,50186.159999999996,63261.6,2.2
PORT-1008,VOO,Vanguard S&P 500 ETF,32,Index Funds / ETFs,586.466,693.91,10.79,88.19,93.15,18766.912,22205.12,0.77
PORT-1008,CVS,CVS Health Corporation,50,Healthcare,91.1493,92.97,18.01,53.55,27.78,4557.465,4648.5,0.16
PORT-1008,AAPL,Apple Inc.,57,Technology,267.331,312.51,15.53,78.78,157.97,15237.867,17813.07,0.62
PORT-1008,VOO,Vanguard S&P 500 ETF,43,Index Funds / ETFs,503.6708,693.91,10.79,88.19,93.15,21657.844399999998,29838.129999999997,1.04
PORT-1008,NVDA,NVIDIA Corporation,69,Technology,163.702,214.25,13.46,466.79,1220.61,11295.438,14783.25,0.51
PORT-1008,PLTR,Palantir Technologies Inc.,71,Technology,102.0327,143.34,-14.61,874.44,521.6,7244.3217,10177.14,0.35
PORT-1009,WMT,Walmart Inc.,95,Consumer Defensive,111.4276,118.9,5.86,150.93,168.39,10585.622,11295.5,0.39
PORT-1009,GE,General Electric Company,125,Industrials,263.2843,320.82,0.17,302.24,365.69,32910.5375,40102.5,1.4
PORT-1009,BA,The Boeing Company,85,Industrials,237.758,228.78,0.44,11.22,-10.19,20209.43,19446.3,0.68
PORT-1009,MSFT,Microsoft Corporation,67,Technology,433.3035,426.99,-9.31,33.1,79.84,29031.334499999997,28608.33,1.0
PORT-1009,PG,The Procter & Gamble Company,13,Consumer Defensive,117.992,145.91,4.42,10.68,24.71,1533.896,1896.83,0.07
PORT-1009,INTC,Intel Corporation,110,Technology,91.3275,120.89,206.98,292.35,132.21,10046.025,13297.9,0.46
PORT-1009,AAPL,Apple Inc.,18,Technology,267.331,312.51,15.53,78.78,157.97,4811.9580000000005,5625.18,0.2
PORT-1009,TSLA,"Tesla, Inc.",30,Consumer Cyclical,435.9564,442.1,0.92,116.79,112.58,13078.692,13263.0,0.46
PORT-1009,BA,The Boeing Company,48,Industrials,242.244,228.78,0.44,11.22,-10.19,11627.712,10981.44,0.38
PORT-1009,CVS,CVS Health Corporation,86,Healthcare,71.8146,92.97,18.01,53.55,27.78,6176.0556,7995.42,0.28
PORT-1009,VOO,Vanguard S&P 500 ETF,146,Index Funds / ETFs,710.6588,693.91,10.79,88.19,93.15,103756.1848,101310.86,3.53
PORT-1009,UNH,UnitedHealth Group Incorporated,149,Healthcare,422.411,382.53,14.6,-16.72,2.47,62939.239,56996.969999999994,1.99
PORT-1009,PYPL,"PayPal Holdings, Inc.",102,Financial Services,39.384,44.46,-23.3,-27.9,-82.76,4017.168,4534.92,0.16
PORT-1009,WMT,Walmart Inc.,135,Consumer Defensive,91.2758,118.9,5.86,150.93,168.39,12322.233,16051.5,0.56
PORT-1009,GOOG,Alphabet Inc.,110,Technology,288.6225,386.12,22.54,215.55,220.43,31748.475,42473.2,1.48
PORT-1009,AMZN,"Amazon.com, Inc.",146,Consumer Cyclical,236.5095,274.0,20.97,127.24,70.26,34530.387,40004.0,1.4
PORT-1009,SOFI,"SoFi Technologies, Inc.",34,Financial Services,15.5232,16.97,-38.2,144.52,-25.08,527.7887999999999,576.98,0.02
PORT-1009,BA,The Boeing Company,144,Industrials,165.982,228.78,0.44,11.22,-10.19,23901.408,32944.32,1.15
PORT-1009,CVS,CVS Health Corporation,30,Healthcare,97.5942,92.97,18.01,53.55,27.78,2927.826,2789.1,0.1
PORT-1009,VOO,Vanguard S&P 500 ETF,141,Index Funds / ETFs,683.0604,693.91,10.79,88.19,93.15,96311.5164,97841.31,3.41
PORT-1009,NVDA,NVIDIA Corporation,17,Technology,231.734,214.25,13.46,466.79,1220.61,3939.478,3642.25,0.13
PORT-1009,ABBV,AbbVie Inc.,89,Healthcare,178.782,218.63,-3.09,76.46,135.02,15911.598000000002,19458.07,0.68
PORT-1009,SOFI,"SoFi Technologies, Inc.",82,Financial Services,16.0083,16.97,-38.2,144.52,-25.08,1312.6806,1391.54,0.05
PORT-1009,ABBV,AbbVie Inc.,60,Healthcare,208.938,218.63,-3.09,76.46,135.02,12536.279999999999,13117.8,0.46
PORT-1009,JPM,JPMorgan Chase & Co.,11,Financial Services,290.3016,296.73,-7.95,134.12,102.77,3193.3176000000003,3264.03,0.11
PORT-1009,ABBV,AbbVie Inc.,30,Healthcare,208.938,218.63,-3.09,76.46,135.02,6268.139999999999,6558.9,0.23
PORT-1009,TSLA,"Tesla, Inc.",81,Consumer Cyclical,466.7816,442.1,0.92,116.79,112.58,37809.3096,35810.1,1.25
PORT-1009,MSFT,Microsoft Corporation,6,Technology,375.5297,426.99,-9.31,33.1,79.84,2253.1782,2561.94,0.09
PORT-1009,TSLA,"Tesla, Inc.",38,Consumer Cyclical,321.4628,442.1,0.92,116.79,112.58,12215.5864,16799.8,0.59
PORT-1009,KO,The Coca-Cola Company,20,Consumer Defensive,75.9066,80.41,17.13,47.39,68.83,1518.132,1608.1999999999998,0.06
PORT-1009,UNH,UnitedHealth Group Incorporated,80,Healthcare,360.9694,382.53,14.6,-16.72,2.47,28877.552,30602.399999999998,1.07
PORT-1009,AAPL,Apple Inc.,121,Technology,230.029,312.51,15.53,78.78,157.97,27833.509,37813.71,1.32
PORT-1009,UNH,UnitedHealth Group Incorporated,136,Healthcare,395.5303,382.53,14.6,-16.72,2.47,53792.120800000004,52024.079999999994,1.81
PORT-1009,UNH,UnitedHealth Group Incorporated,38,Healthcare,368.6496,382.53,14.6,-16.72,2.47,14008.6848,14536.14,0.51
PORT-1009,AAPL,Apple Inc.,55,Technology,323.284,312.51,15.53,78.78,157.97,17780.62,17188.05,0.6
PORT-1009,INTC,Intel Corporation,74,Technology,125.4231,120.89,206.98,292.35,132.21,9281.3094,8945.86,0.31
PORT-1009,BA,The Boeing Company,119,Industrials,210.842,228.78,0.44,11.22,-10.19,25090.198,27224.82,0.95
PORT-1009,CVS,CVS Health Corporation,43,Healthcare,66.2904,92.97,18.01,53.55,27.78,2850.4872,3997.71,0.14
PORT-1009,MA,Mastercard Incorporated,115,Financial Services,400.9824,493.75,-12.04,37.67,41.28,46112.975999999995,56781.25,1.98
PORT-1009,PLTR,Palantir Technologies Inc.,91,Technology,141.7857,143.34,-14.61,874.44,521.6,12902.4987,13043.94,0.45
PORT-1009,SOFI,"SoFi Technologies, Inc.",111,Financial Services,17.787,16.97,-38.2,144.52,-25.08,1974.357,1883.6699999999998,0.07
PORT-1009,AAPL,Apple Inc.,86,Technology,292.199,312.51,15.53,78.78,157.97,25129.114,26875.86,0.94
PORT-1009,UNH,UnitedHealth Group Incorporated,96,Healthcare,284.1674,382.53,14.6,-16.72,2.47,27280.070399999997,36722.88,1.28
PORT-1009,CVS,CVS Health Corporation,100,Healthcare,65.3697,92.97,18.01,53.55,27.78,6536.969999999999,9297.0,0.32
PORT-1009,CVS,CVS Health Corporation,25,Healthcare,100.3563,92.97,18.01,53.55,27.78,2508.9075000000003,2324.25,0.08
PORT-1009,TSLA,"Tesla, Inc.",30,Consumer Cyclical,413.9384,442.1,0.92,116.79,112.58,12418.152,13263.0,0.46
PORT-1009,VOO,Vanguard S&P 500 ETF,54,Index Funds / ETFs,551.968,693.91,10.79,88.19,93.15,29806.271999999997,37471.14,1.31
PORT-1009,CVS,CVS Health Corporation,150,Healthcare,83.7837,92.97,18.01,53.55,27.78,12567.555,13945.5,0.49
PORT-1009,UNH,UnitedHealth Group Incorporated,15,Healthcare,299.5278,382.53,14.6,-16.72,2.47,4492.917,5737.95,0.2
PORT-1009,NVDA,NVIDIA Corporation,28,Technology,148.82,214.25,13.46,466.79,1220.61,4166.96,5999.0,0.21
PORT-1009,KO,The Coca-Cola Company,122,Consumer Defensive,79.1714,80.41,17.13,47.39,68.83,9658.910800000001,9810.02,0.34
PORT-1009,AAPL,Apple Inc.,30,Technology,326.3925,312.51,15.53,78.78,157.97,9791.775,9375.3,0.33
PORT-1009,AAPL,Apple Inc.,141,Technology,323.284,312.51,15.53,78.78,157.97,45583.044,44063.909999999996,1.54
PORT-1009,QQQ,Invesco QQQ Trust,42,Index Funds / ETFs,547.0875,735.6,20.13,115.13,127.76,22977.675,30895.2,1.08
PORT-1009,PYPL,"PayPal Holdings, Inc.",69,Financial Services,42.4472,44.46,-23.3,-27.9,-82.76,2928.8568,3067.7400000000002,0.11
PORT-1009,CVS,CVS Health Corporation,17,Healthcare,75.4974,92.97,18.01,53.55,27.78,1283.4558,1580.49,0.06
PORT-1009,KO,The Coca-Cola Company,116,Consumer Defensive,68.5608,80.41,17.13,47.39,68.83,7953.0528,9327.56,0.33
PORT-1009,SOFI,"SoFi Technologies, Inc.",121,Financial Services,15.0381,16.97,-38.2,144.52,-25.08,1819.6101,2053.37,0.07
PORT-1009,AMZN,"Amazon.com, Inc.",91,Consumer Cyclical,299.035,274.0,20.97,127.24,70.26,27212.185,24934.0,0.87
PORT-1009,BA,The Boeing Company,102,Industrials,213.085,228.78,0.44,11.22,-10.19,21734.670000000002,23335.56,0.81
PORT-1009,AMZN,"Amazon.com, Inc.",95,Consumer Cyclical,225.6355,274.0,20.97,127.24,70.26,21435.3725,26030.0,0.91
PORT-1009,ABBV,AbbVie Inc.,81,Healthcare,174.474,218.63,-3.09,76.46,135.02,14132.393999999998,17709.03,0.62
PORT-1009,TSLA,"Tesla, Inc.",77,Consumer Cyclical,391.9204,442.1,0.92,116.79,112.58,30177.870799999997,34041.700000000004,1.19
PORT-1009,AMZN,"Amazon.com, Inc.",32,Consumer Cyclical,288.161,274.0,20.97,127.24,70.26,9221.152,8768.0,0.31
PORT-1009,INTC,Intel Corporation,82,Technology,125.4231,120.89,206.98,292.35,132.21,10284.6942,9912.98,0.35
PORT-1009,PG,The Procter & Gamble Company,88,Consumer Defensive,162.239,145.91,4.42,10.68,24.71,14277.032000000001,12840.08,0.45
PORT-1009,PLTR,Palantir Technologies Inc.,14,Technology,121.9092,143.34,-14.61,874.44,521.6,1706.7287999999999,2006.76,0.07
PORT-1009,INTC,Intel Corporation,18,Technology,114.4638,120.89,206.98,292.35,132.21,2060.3484000000003,2176.02,0.08
PORT-1009,PYPL,"PayPal Holdings, Inc.",123,Financial Services,30.632,44.46,-23.3,-27.9,-82.76,3767.7360000000003,5468.58,0.19
PORT-1009,PYPL,"PayPal Holdings, Inc.",138,Financial Services,43.3224,44.46,-23.3,-27.9,-82.76,5978.4912,6135.4800000000005,0.21
PORT-1009,WMT,Walmart Inc.,49,Consumer Defensive,106.686,118.9,5.86,150.93,168.39,5227.6140000000005,5826.1,0.2
PORT-1009,PG,The Procter & Gamble Company,84,Consumer Defensive,153.3896,145.91,4.42,10.68,24.71,12884.7264,12256.44,0.43
PORT-1009,CVS,CVS Health Corporation,30,Healthcare,69.0525,92.97,18.01,53.55,27.78,2071.575,2789.1,0.1
PORT-1009,PG,The Procter & Gamble Company,133,Consumer Defensive,143.0653,145.91,4.42,10.68,24.71,19027.6849,19406.03,0.68
PORT-1009,XOM,Exxon Mobil Corporation,28,Energy,131.631,146.96,21.44,58.99,192.13,3685.668,4114.88,0.14
PORT-1009,AMZN,"Amazon.com, Inc.",53,Consumer Cyclical,271.85,274.0,20.97,127.24,70.26,14408.050000000001,14522.0,0.51
PORT-1009,PLTR,Palantir Technologies Inc.,126,Technology,143.1108,143.34,-14.61,874.44,521.6,18031.9608,18060.84,0.63
PORT-1009,QQQ,Invesco QQQ Trust,50,Index Funds / ETFs,539.793,735.6,20.13,115.13,127.76,26989.65,36780.0,1.28
PORT-1009,ABBV,AbbVie Inc.,6,Healthcare,187.398,218.63,-3.09,76.46,135.02,1124.388,1311.78,0.05
PORT-1009,TSLA,"Tesla, Inc.",52,Consumer Cyclical,475.5888,442.1,0.92,116.79,112.58,24730.617599999998,22989.2,0.8
PORT-1009,TSLA,"Tesla, Inc.",117,Consumer Cyclical,365.4988,442.1,0.92,116.79,112.58,42763.3596,51725.700000000004,1.8
PORT-1009,VOO,Vanguard S&P 500 ETF,32,Index Funds / ETFs,669.2612,693.91,10.79,88.19,93.15,21416.3584,22205.12,0.77
PORT-1009,PG,The Procter & Gamble Company,45,Consumer Defensive,115.0422,145.91,4.42,10.68,24.71,5176.898999999999,6565.95,0.23
PORT-1009,INTC,Intel Corporation,70,Technology,129.0762,120.89,206.98,292.35,132.21,9035.334,8462.3,0.3
PORT-1009,AMZN,"Amazon.com, Inc.",26,Consumer Cyclical,290.8795,274.0,20.97,127.24,70.26,7562.867,7124.0,0.25
PORT-1009,JPM,JPMorgan Chase & Co.,122,Financial Services,257.3808,296.73,-7.95,134.12,102.77,31400.4576,36201.060000000005,1.26
PORT-1009,UNH,UnitedHealth Group Incorporated,56,Healthcare,360.9694,382.53,14.6,-16.72,2.47,20214.2864,21421.68,0.75
PORT-1009,XOM,Exxon Mobil Corporation,16,Energy,110.925,146.96,21.44,58.99,192.13,1774.8,2351.36,0.08
PORT-1009,PG,The Procter & Gamble Company,30,Consumer Defensive,103.243,145.91,4.42,10.68,24.71,3097.29,4377.3,0.15
PORT-1009,GOOG,Alphabet Inc.,74,Technology,292.4708,386.12,22.54,215.55,220.43,21642.8392,28572.88,1.0
PORT-1009,WMT,Walmart Inc.,5,Consumer Defensive,88.905,118.9,5.86,150.93,168.39,444.525,594.5,0.02
PORT-1009,UNH,UnitedHealth Group Incorporated,70,Healthcare,376.3298,382.53,14.6,-16.72,2.47,26343.086,26777.1,0.93
PORT-1009,MSFT,Microsoft Corporation,78,Technology,288.869,426.99,-9.31,33.1,79.84,22531.782000000003,33305.22,1.16
PORT-1009,PLTR,Palantir Technologies Inc.,67,Technology,141.7857,143.34,-14.61,874.44,521.6,9499.641899999999,9603.78,0.33
PORT-1009,SOFI,"SoFi Technologies, Inc.",51,Financial Services,14.8764,16.97,-38.2,144.52,-25.08,758.6964,865.4699999999999,0.03
PORT-1009,AMZN,"Amazon.com, Inc.",60,Consumer Cyclical,220.1985,274.0,20.97,127.24,70.26,13211.91,16440.0,0.57
PORT-1009,MSFT,Microsoft Corporation,126,Technology,396.1632,426.99,-9.31,33.1,79.84,49916.563200000004,53800.74,1.88
PORT-1009,GOOG,Alphabet Inc.,27,Technology,304.0157,386.12,22.54,215.55,220.43,8208.4239,10425.24,0.36
PORT-1009,MA,Mastercard Incorporated,150,Financial Services,450.4864,493.75,-12.04,37.67,41.28,67572.96,74062.5,2.58
PORT-1009,XOM,Exxon Mobil Corporation,1,Energy,155.295,146.96,21.44,58.99,192.13,155.295,146.96,0.01
PORT-1009,SOFI,"SoFi Technologies, Inc.",35,Financial Services,17.6253,16.97,-38.2,144.52,-25.08,616.8855,593.9499999999999,0.02
PORT-1009,UNH,UnitedHealth Group Incorporated,37,Healthcare,391.6902,382.53,14.6,-16.72,2.47,14492.537400000001,14153.609999999999,0.49
PORT-1009,XOM,Exxon Mobil Corporation,58,Energy,109.446,146.96,21.44,58.99,192.13,6347.8679999999995,8523.68,0.3
PORT-1009,PYPL,"PayPal Holdings, Inc.",120,Financial Services,31.0696,44.46,-23.3,-27.9,-82.76,3728.3520000000003,5335.2,0.19
PORT-1009,INTC,Intel Corporation,113,Technology,99.8514,120.89,206.98,292.35,132.21,11283.2082,13660.57,0.48
PORT-1009,JPM,JPMorgan Chase & Co.,61,Financial Services,257.3808,296.73,-7.95,134.12,102.77,15700.2288,18100.530000000002,0.63
PORT-1009,NVDA,NVIDIA Corporation,105,Technology,231.734,214.25,13.46,466.79,1220.61,24332.07,22496.25,0.78
PORT-1009,GOOG,Alphabet Inc.,22,Technology,269.381,386.12,22.54,215.55,220.43,5926.382,8494.64,0.3
PORT-1009,GE,General Electric Company,77,Industrials,222.047,320.82,0.17,302.24,365.69,17097.619,24703.14,0.86
PORT-1009,BA,The Boeing Company,17,Industrials,172.711,228.78,0.44,11.22,-10.19,2936.0870000000004,3889.26,0.14
PORT-1009,QQQ,Invesco QQQ Trust,52,Index Funds / ETFs,780.5115,735.6,20.13,115.13,127.76,40586.598,38251.200000000004,1.33
PORT-1009,TSLA,"Tesla, Inc.",59,Consumer Cyclical,330.27,442.1,0.92,116.79,112.58,19485.93,26083.9,0.91
PORT-1009,GOOG,Alphabet Inc.,22,Technology,304.0157,386.12,22.54,215.55,220.43,6688.345399999999,8494.64,0.3
PORT-1009,GE,General Electric Company,132,Industrials,323.5542,320.82,0.17,302.24,365.69,42709.1544,42348.24,1.48
PORT-1009,KO,The Coca-Cola Company,97,Consumer Defensive,77.539,80.41,17.13,47.39,68.83,7521.283,7799.7699999999995,0.27
PORT-1009,CVS,CVS Health Corporation,43,Healthcare,93.9114,92.97,18.01,53.55,27.78,4038.1902,3997.71,0.14
PORT-1009,INTC,Intel Corporation,125,Technology,93.7629,120.89,206.98,292.35,132.21,11720.362500000001,15111.25,0.53
