portfolio_id,stock_symbol,stock_name,quantity,stock_sector,purchase_price
PORT-1006,INTC,Intel Corporation,91,Technology,120.5523
PORT-1006,ABBV,AbbVie Inc.,76,Healthcare,232.632
PORT-1006,PG,The Procter & Gamble Company,64,Consumer Defensive,140.1155
PORT-1006,KO,The Coca-Cola Company,106,Consumer Defensive,59.5826
PORT-1006,PG,The Procter & Gamble Company,24,Consumer Defensive,138.6406
PORT-1006,CVS,CVS Health Corporation,130,Healthcare,93.9114
PORT-1006,KO,The Coca-Cola Company,55,Consumer Defensive,68.5608
PORT-1006,PYPL,"PayPal Holdings, Inc.",86,Financial Services,41.1344
PORT-1006,PYPL,"PayPal Holdings, Inc.",141,Financial Services,43.3224
PORT-1007,KO,The Coca-Cola Company,79,Consumer Defensive,75.0904
PORT-1007,VOO,Vanguard S&P 500 ETF,105,Index Funds / ETFs,551.968
PORT-1007,XOM,Exxon Mobil Corporation,97,Energy,146.421
PORT-1007,GOOG,Alphabet Inc.,111,Technology,280.9259
PORT-1007,PLTR,Palantir Technologies Inc.,67,Technology,136.4853
PORT-1007,XOM,Exxon Mobil Corporation,125,Energy,162.69
PORT-1007,WMT,Walmart Inc.,103,Consumer Defensive,116.1692
PORT-1007,BA,The Boeing Company,115,Industrials,224.3
PORT-1007,WMT,Walmart Inc.,140,Consumer Defensive,91.2758
PORT-1007,ABBV,AbbVie Inc.,131,Healthcare,200.322
PORT-1007,SOFI,"SoFi Technologies, Inc.",42,Financial Services,11.319
PORT-1007,PYPL,"PayPal Holdings, Inc.",12,Financial Services,32.82
PORT-1007,SOFI,"SoFi Technologies, Inc.",111,Financial Services,16.0083
PORT-1007,AAPL,Apple Inc.,98,Technology,335.718
PORT-1007,NVDA,NVIDIA Corporation,2,Technology,176.458
PORT-1007,UNH,UnitedHealth Group Incorporated,21,Healthcare,349.4491
PORT-1007,PG,The Procter & Gamble Company,20,Consumer Defensive,162.239
PORT-1007,ABBV,AbbVie Inc.,52,Healthcare,187.398
PORT-1007,GOOG,Alphabet Inc.,25,Technology,350.1953
PORT-1007,AAPL,Apple Inc.,112,Technology,307.7415
PORT-1007,XOM,Exxon Mobil Corporation,126,Energy,139.026
PORT-1007,KO,The Coca-Cola Company,61,Consumer Defensive,84.0686
PORT-1007,INTC,Intel Corporation,4,Technology,112.0284
PORT-1007,MSFT,Microsoft Corporation,66,Technology,429.1768
PORT-1007,INTC,Intel Corporation,56,Technology,127.8585
PORT-1007,SOFI,"SoFi Technologies, Inc.",121,Financial Services,16.9785
PORT-1007,MSFT,Microsoft Corporation,60,Technology,326.0093
PORT-1007,INTC,Intel Corporation,128,Technology,99.8514
PORT-1007,GOOG,Alphabet Inc.,72,Technology,288.6225
PORT-1007,BA,The Boeing Company,6,Industrials,159.253
PORT-1007,UNH,UnitedHealth Group Incorporated,137,Healthcare,276.4872
PORT-1007,UNH,UnitedHealth Group Incorporated,41,Healthcare,337.9288
PORT-1007,XOM,Exxon Mobil Corporation,106,Energy,149.379
PORT-1007,WMT,Walmart Inc.,23,Consumer Defensive,123.2816
PORT-1007,ABBV,AbbVie Inc.,134,Healthcare,211.092
PORT-1007,BA,The Boeing Company,89,Industrials,186.169
PORT-1007,INTC,Intel Corporation,41,Technology,99.8514
PORT-1007,PYPL,"PayPal Holdings, Inc.",103,Financial Services,30.632
PORT-1007,BA,The Boeing Company,8,Industrials,215.328
PORT-1007,TSLA,"Tesla, Inc.",98,Consumer Cyclical,396.324
PORT-1007,VOO,Vanguard S&P 500 ETF,62,Index Funds / ETFs,607.1648
PORT-1007,KO,The Coca-Cola Company,136,Consumer Defensive,64.4798
PORT-1007,MSFT,Microsoft Corporation,21,Technology,321.8826
PORT-1007,VOO,Vanguard S&P 500 ETF,109,Index Funds / ETFs,662.3616
PORT-1007,GOOG,Alphabet Inc.,104,Technology,338.6504
PORT-1007,VOO,Vanguard S&P 500 ETF,21,Index Funds / ETFs,531.2692
PORT-1007,VOO,Vanguard S&P 500 ETF,46,Index Funds / ETFs,503.6708
PORT-1007,JPM,JPMorgan Chase & Co.,72,Financial Services,266.3592
PORT-1007,VOO,Vanguard S&P 500 ETF,99,Index Funds / ETFs,655.462
PORT-1007,AMZN,"Amazon.com, Inc.",127,Consumer Cyclical,296.3165
PORT-1007,GOOG,Alphabet Inc.,143,Technology,384.83
PORT-1007,GOOG,Alphabet Inc.,22,Technology,307.864
PORT-1007,QQQ,Invesco QQQ Trust,17,Index Funds / ETFs,765.9225
PORT-1007,NVDA,NVIDIA Corporation,113,Technology,182.836
PORT-1007,INTC,Intel Corporation,2,Technology,85.239
PORT-1007,XOM,Exxon Mobil Corporation,122,Energy,149.379
PORT-1007,WMT,Walmart Inc.,14,Consumer Defensive,86.5342
PORT-1007,MSFT,Microsoft Corporation,93,Technology,346.6428
PORT-1007,KO,The Coca-Cola Company,98,Consumer Defensive,85.701
PORT-1007,XOM,Exxon Mobil Corporation,19,Energy,133.11
PORT-1007,VOO,Vanguard S&P 500 ETF,63,Index Funds / ETFs,551.968
PORT-1007,NVDA,NVIDIA Corporation,48,Technology,199.844
PORT-1007,JPM,JPMorgan Chase & Co.,84,Financial Services,272.3448
PORT-1007,AAPL,Apple Inc.,111,Technology,310.85
PORT-1007,MA,Mastercard Incorporated,29,Financial Services,475.2384
PORT-1007,AAPL,Apple Inc.,91,Technology,289.0905
PORT-1007,PG,The Procter & Gamble Company,102,Consumer Defensive,119.4669
PORT-1007,QQQ,Invesco QQQ Trust,109,Index Funds / ETFs,700.272
PORT-1007,PYPL,"PayPal Holdings, Inc.",135,Financial Services,42.4472
PORT-1007,MA,Mastercard Incorporated,89,Financial Services,435.6352
PORT-1007,INTC,Intel Corporation,15,Technology,124.2054
PORT-1007,VOO,Vanguard S&P 500 ETF,26,Index Funds / ETFs,676.1608
PORT-1007,KO,The Coca-Cola Company,31,Consumer Defensive,77.539
PORT-1007,ABBV,AbbVie Inc.,96,Healthcare,226.17
PORT-1007,XOM,Exxon Mobil Corporation,82,Energy,118.32
PORT-1007,MSFT,Microsoft Corporation,9,Technology,288.869
PORT-1007,PLTR,Palantir Technologies Inc.,92,Technology,136.4853
PORT-1007,GE,General Electric Company,126,Industrials,234.7354
PORT-1007,AMZN,"Amazon.com, Inc.",134,Consumer Cyclical,217.48
PORT-1007,JPM,JPMorgan Chase & Co.,42,Financial Services,311.2512
PORT-1007,UNH,UnitedHealth Group Incorporated,37,Healthcare,318.7283
PORT-1007,INTC,Intel Corporation,41,Technology,96.1983
PORT-1007,PLTR,Palantir Technologies Inc.,20,Technology,107.3331
PORT-1007,MSFT,Microsoft Corporation,138,Technology,326.0093
PORT-1007,MA,Mastercard Incorporated,40,Financial Services,485.1392
PORT-1007,PYPL,"PayPal Holdings, Inc.",109,Financial Services,42.0096
PORT-1007,KO,The Coca-Cola Company,131,Consumer Defensive,69.377
PORT-1007,WMT,Walmart Inc.,95,Consumer Defensive,117.3546
PORT-1007,MA,Mastercard Incorporated,49,Financial Services,534.6432
PORT-1007,BA,The Boeing Company,136,Industrials,199.627
PORT-1007,VOO,Vanguard S&P 500 ETF,83,Index Funds / ETFs,683.0604
PORT-1007,PYPL,"PayPal Holdings, Inc.",48,Financial Services,45.948
PORT-1007,XOM,Exxon Mobil Corporation,16,Energy,116.841
PORT-1007,SOFI,"SoFi Technologies, Inc.",90,Financial Services,16.4934
PORT-1007,JPM,JPMorgan Chase & Co.,143,Financial Services,269.352
PORT-1007,INTC,Intel Corporation,99,Technology,102.2868
PORT-1007,ABBV,AbbVie Inc.,62,Healthcare,187.398
PORT-1007,PYPL,"PayPal Holdings, Inc.",82,Financial Services,43.3224
PORT-1007,JPM,JPMorgan Chase & Co.,16,Financial Services,251.3952
PORT-1007,XOM,Exxon Mobil Corporation,142,Energy,150.858
PORT-1007,AAPL,Apple Inc.,118,Technology,217.595
PORT-1007,INTC,Intel Corporation,20,Technology,113.2461
PORT-1007,AMZN,"Amazon.com, Inc.",36,Consumer Cyclical,285.4425
PORT-1007,SOFI,"SoFi Technologies, Inc.",31,Financial Services,11.4807
PORT-1007,SOFI,"SoFi Technologies, Inc.",99,Financial Services,16.17
PORT-1007,PLTR,Palantir Technologies Inc.,97,Technology,99.3825
PORT-1007,ABBV,AbbVie Inc.,131,Healthcare,224.016
PORT-1007,QQQ,Invesco QQQ Trust,74,Index Funds / ETFs,765.9225
PORT-1007,JPM,JPMorgan Chase & Co.,53,Financial Services,281.3232
PORT-1007,XOM,Exxon Mobil Corporation,63,Energy,139.026
PORT-1007,TSLA,"Tesla, Inc.",34,Consumer Cyclical,396.324
PORT-1007,PLTR,Palantir Technologies Inc.,91,Technology,124.5594
PORT-1007,PG,The Procter & Gamble Company,26,Consumer Defensive,112.0924
PORT-1007,SOFI,"SoFi Technologies, Inc.",18,Financial Services,12.1275
PORT-1007,CVS,CVS Health Corporation,11,Healthcare,93.9114
PORT-1007,GOOG,Alphabet Inc.,83,Technology,423.313
PORT-1007,SOFI,"SoFi Technologies, Inc.",22,Financial Services,16.9785
PORT-1007,WMT,Walmart Inc.,47,Consumer Defensive,126.8378
PORT-1007,ABBV,AbbVie Inc.,30,Healthcare,187.398
PORT-1007,GE,General Electric Company,8,Industrials,310.8658
PORT-1007,QQQ,Invesco QQQ Trust,10,Index Funds / ETFs,678.3885
PORT-1007,INTC,Intel Corporation,62,Technology,109.593
PORT-1007,GE,General Electric Company,146,Industrials,317.21
PORT-1007,GOOG,Alphabet Inc.,140,Technology,330.9538
PORT-1007,MA,Mastercard Incorporated,21,Financial Services,440.5856
PORT-1007,VOO,Vanguard S&P 500 ETF,132,Index Funds / ETFs,503.6708
PORT-1007,BA,The Boeing Company,111,Industrials,244.487
PORT-1007,PLTR,Palantir Technologies Inc.,99,Technology,115.2837
PORT-1007,TSLA,"Tesla, Inc.",70,Consumer Cyclical,361.0952
PORT-1007,QQQ,Invesco QQQ Trust,10,Index Funds / ETFs,554.382
PORT-1007,JPM,JPMorgan Chase & Co.,22,Financial Services,263.3664
PORT-1007,NVDA,NVIDIA Corporation,52,Technology,227.482
PORT-1007,SOFI,"SoFi Technologies, Inc.",116,Financial Services,12.6126
PORT-1007,AMZN,"Amazon.com, Inc.",102,Consumer Cyclical,285.4425
PORT-1007,GOOG,Alphabet Inc.,27,Technology,307.864
PORT-1007,MA,Mastercard Incorporated,104,Financial Services,529.6928
PORT-1007,PLTR,Palantir Technologies Inc.,119,Technology,113.9586
PORT-1008,SOFI,"SoFi Technologies, Inc.",71,Financial Services,13.5828
PORT-1008,GE,General Electric Company,112,Industrials,234.7354
PORT-1008,AMZN,"Amazon.com, Inc.",99,Consumer Cyclical,236.5095
PORT-1008,WMT,Walmart Inc.,110,Consumer Defensive,120.9108
PORT-1008,PG,The Procter & Gamble Company,60,Consumer Defensive,110.6175
PORT-1008,TSLA,"Tesla, Inc.",104,Consumer Cyclical,471.1852
PORT-1008,GE,General Electric Company,67,Industrials,256.9401
PORT-1008,QQQ,Invesco QQQ Trust,104,Index Funds / ETFs,729.45
PORT-1008,AAPL,Apple Inc.,128,Technology,326.3925
PORT-1008,TSLA,"Tesla, Inc.",15,Consumer Cyclical,374.306
PORT-1008,VOO,Vanguard S&P 500 ETF,51,Index Funds / ETFs,745.1568
PORT-1008,JPM,JPMorgan Chase & Co.,104,Financial Services,317.2368
PORT-1008,AAPL,Apple Inc.,149,Technology,301.5245
PORT-1008,AMZN,"Amazon.com, Inc.",98,Consumer Cyclical,222.917
PORT-1008,QQQ,Invesco QQQ Trust,7,Index Funds / ETFs,773.217
PORT-1008,MA,Mastercard Incorporated,11,Financial Services,425.7344
PORT-1008,MSFT,Microsoft Corporation,36,Technology,309.5025
PORT-1008,QQQ,Invesco QQQ Trust,139,Index Funds / ETFs,700.272
PORT-1008,WMT,Walmart Inc.,17,Consumer Defensive,114.9838
PORT-1008,JPM,JPMorgan Chase & Co.,23,Financial Services,302.2728
PORT-1008,PG,The Procter & Gamble Company,140,Consumer Defensive,126.8414
PORT-1008,MA,Mastercard Incorporated,29,Financial Services,499.9904
PORT-1008,PYPL,"PayPal Holdings, Inc.",85,Financial Services,39.384
PORT-1008,AAPL,Apple Inc.,138,Technology,329.501
PORT-1008,VOO,Vanguard S&P 500 ETF,4,Index Funds / ETFs,641.6628
PORT-1008,GOOG,Alphabet Inc.,68,Technology,338.6504
PORT-1008,AMZN,"Amazon.com, Inc.",100,Consumer Cyclical,236.5095
PORT-1008,SOFI,"SoFi Technologies, Inc.",124,Financial Services,12.2892
PORT-1008,KO,The Coca-Cola Company,60,Consumer Defensive,72.6418
PORT-1008,QQQ,Invesco QQQ Trust,97,Index Funds / ETFs,700.272
PORT-1008,QQQ,Invesco QQQ Trust,14,Index Funds / ETFs,532.4985
PORT-1008,CVS,CVS Health Corporation,63,Healthcare,80.1009
PORT-1008,SOFI,"SoFi Technologies, Inc.",122,Financial Services,14.7147
PORT-1008,CVS,CVS Health Corporation,134,Healthcare,77.3388
PORT-1008,PG,The Procter & Gamble Company,149,Consumer Defensive,107.6677
PORT-1008,PYPL,"PayPal Holdings, Inc.",78,Financial Services,34.5704
PORT-1008,TSLA,"Tesla, Inc.",102,Consumer Cyclical,330.27
PORT-1008,BA,The Boeing Company,47,Industrials,170.468
PORT-1008,SOFI,"SoFi Technologies, Inc.",137,Financial Services,14.3913
PORT-1008,MSFT,Microsoft Corporation,4,Technology,354.8962
PORT-1008,KO,The Coca-Cola Company,89,Consumer Defensive,72.6418
PORT-1008,BA,The Boeing Company,121,Industrials,208.599
PORT-1008,INTC,Intel Corporation,54,Technology,118.1169
PORT-1008,CVS,CVS Health Corporation,48,Healthcare,95.7528
PORT-1008,SOFI,"SoFi Technologies, Inc.",148,Financial Services,13.4211
PORT-1008,ABBV,AbbVie Inc.,8,Healthcare,202.476
PORT-1008,GOOG,Alphabet Inc.,136,Technology,392.5266
PORT-1008,PLTR,Palantir Technologies Inc.,33,Technology,116.6088
PORT-1008,UNH,UnitedHealth Group Incorporated,19,Healthcare,341.7689
PORT-1008,UNH,UnitedHealth Group Incorporated,98,Healthcare,272.6471
PORT-1008,ABBV,AbbVie Inc.,143,Healthcare,213.246
PORT-1008,NVDA,NVIDIA Corporation,100,Technology,167.954
PORT-1008,GOOG,Alphabet Inc.,146,Technology,357.8919
PORT-1008,GE,General Electric Company,79,Industrials,222.047
PORT-1008,PG,The Procter & Gamble Company,101,Consumer Defensive,126.8414
PORT-1008,PLTR,Palantir Technologies Inc.,25,Technology,141.7857
PORT-1008,INTC,Intel Corporation,71,Technology,94.9806
PORT-1008,MA,Mastercard Incorporated,36,Financial Services,544.544
PORT-1008,ABBV,AbbVie Inc.,64,Healthcare,208.938
PORT-1008,INTC,Intel Corporation,145,Technology,130.2939
PORT-1008,MA,Mastercard Incorporated,150,Financial Services,435.6352
PORT-1008,GE,General Electric Company,121,Industrials,285.489
PORT-1008,JPM,JPMorgan Chase & Co.,140,Financial Services,233.4384
PORT-1008,JPM,JPMorgan Chase & Co.,69,Financial Services,302.2728
PORT-1008,PG,The Procter & Gamble Company,101,Consumer Defensive,146.0151
PORT-1008,AMZN,"Amazon.com, Inc.",45,Consumer Cyclical,274.5685
PORT-1008,PG,The Procter & Gamble Company,89,Consumer Defensive,146.0151
PORT-1008,XOM,Exxon Mobil Corporation,84,Energy,147.9
PORT-1008,ABBV,AbbVie Inc.,117,Healthcare,211.092
PORT-1008,UNH,UnitedHealth Group Incorporated,48,Healthcare,276.4872
PORT-1008,AAPL,Apple Inc.,89,Technology,326.3925
PORT-1008,TSLA,"Tesla, Inc.",113,Consumer Cyclical,308.252
PORT-1008,MA,Mastercard Incorporated,6,Financial Services,356.4288
PORT-1008,INTC,Intel Corporation,114,Technology,90.1098
PORT-1008,PYPL,"PayPal Holdings, Inc.",83,Financial Services,32.3824
PORT-1008,INTC,Intel Corporation,64,Technology,120.5523
PORT-1008,ABBV,AbbVie Inc.,39,Healthcare,215.4
PORT-1008,KO,The Coca-Cola Company,49,Consumer Defensive,64.4798
PORT-1008,KO,The Coca-Cola Company,125,Consumer Defensive,89.782
PORT-1008,MA,Mastercard Incorporated,102,Financial Services,410.8832
PORT-1008,JPM,JPMorgan Chase & Co.,33,Financial Services,221.4672
PORT-1008,QQQ,Invesco QQQ Trust,3,Index Funds / ETFs,649.2105
PORT-1008,CVS,CVS Health Corporation,73,Healthcare,92.9907
PORT-1008,TSLA,"Tesla, Inc.",113,Consumer Cyclical,466.7816
PORT-1008,VOO,Vanguard S&P 500 ETF,33,Index Funds / ETFs,648.5624
PORT-1008,QQQ,Invesco QQQ Trust,81,Index Funds / ETFs,525.204
PORT-1008,VOO,Vanguard S&P 500 ETF,83,Index Funds / ETFs,696.8596
PORT-1008,VOO,Vanguard S&P 500 ETF,110,Index Funds / ETFs,565.7672
PORT-1008,PYPL,"PayPal Holdings, Inc.",26,Financial Services,38.9464
PORT-1008,GOOG,Alphabet Inc.,2,Technology,346.347
PORT-1008,AMZN,"Amazon.com, Inc.",115,Consumer Cyclical,217.48
PORT-1008,MSFT,Microsoft Corporation,43,Technology,375.5297
PORT-1008,WMT,Walmart Inc.,32,Consumer Defensive,111.4276
PORT-1008,XOM,Exxon Mobil Corporation,149,Energy,124.236
PORT-1008,SOFI,"SoFi Technologies, Inc.",47,Financial Services,11.319
PORT-1008,TSLA,"Tesla, Inc.",97,Consumer Cyclical,435.9564
PORT-1008,CVS,CVS Health Corporation,78,Healthcare,79.1802
PORT-1008,AMZN,"Amazon.com, Inc.",134,Consumer Cyclical,263.6945
PORT-1008,AMZN,"Amazon.com, Inc.",38,Consumer Cyclical,277.287
PORT-1008,SOFI,"SoFi Technologies, Inc.",31,Financial Services,12.2892
PORT-1008,MSFT,Microsoft Corporation,81,Technology,321.8826
PORT-1008,QQQ,Invesco QQQ Trust,6,Index Funds / ETFs,517.9095
PORT-1008,CVS,CVS Health Corporation,131,Healthcare,75.4974
PORT-1008,BA,The Boeing Company,130,Industrials,213.085
PORT-1008,GE,General Electric Company,106,Industrials,320.3821
PORT-1008,GOOG,Alphabet Inc.,57,Technology,334.8021
PORT-1008,TSLA,"Tesla, Inc.",128,Consumer Cyclical,325.8664
PORT-1008,INTC,Intel Corporation,29,Technology,121.77
PORT-1008,KO,The Coca-Cola Company,60,Consumer Defensive,78.3552
PORT-1008,JPM,JPMorgan Chase & Co.,63,Financial Services,218.4744
PORT-1008,NVDA,NVIDIA Corporation,14,Technology,221.104
PORT-1008,SOFI,"SoFi Technologies, Inc.",130,Financial Services,12.1275
PORT-1008,GE,General Electric Company,116,Industrials,307.6937
PORT-1008,TSLA,"Tesla, Inc.",150,Consumer Cyclical,325.8664
PORT-1008,PLTR,Palantir Technologies Inc.,85,Technology,132.51
PORT-1008,PG,The Procter & Gamble Company,50,Consumer Defensive,109.1426
PORT-1008,MA,Mastercard Incorporated,120,Financial Services,480.1888
PORT-1008,CVS,CVS Health Corporation,121,Healthcare,79.1802
PORT-1008,MSFT,Microsoft Corporation,118,Technology,338.3894
PORT-1008,XOM,Exxon Mobil Corporation,6,Energy,119.799
PORT-1008,SOFI,"SoFi Technologies, Inc.",110,Financial Services,13.5828
PORT-1008,NVDA,NVIDIA Corporation,8,Technology,176.458
PORT-1008,GOOG,Alphabet Inc.,8,Technology,311.7123
PORT-1008,AAPL,Apple Inc.,21,Technology,285.982
PORT-1008,PYPL,"PayPal Holdings, Inc.",2,Financial Services,34.5704
PORT-1008,AAPL,Apple Inc.,4,Technology,313.9585
PORT-1008,GE,General Electric Company,9,Industrials,266.4564
PORT-1008,PG,The Procter & Gamble Company,25,Consumer Defensive,115.0422
PORT-1008,UNH,UnitedHealth Group Incorporated,36,Healthcare,337.9288
PORT-1008,KO,The Coca-Cola Company,1,Consumer Defensive,77.539
PORT-1008,KO,The Coca-Cola Company,81,Consumer Defensive,62.0312
PORT-1008,GOOG,Alphabet Inc.,13,Technology,288.6225
PORT-1008,GOOG,Alphabet Inc.,83,Technology,404.0715
PORT-1008,QQQ,Invesco QQQ Trust,86,Index Funds / ETFs,583.56
PORT-1008,VOO,Vanguard S&P 500 ETF,32,Index Funds / ETFs,586.466
PORT-1008,CVS,CVS Health Corporation,50,Healthcare,91.1493
PORT-1008,AAPL,Apple Inc.,57,Technology,267.331
PORT-1008,VOO,Vanguard S&P 500 ETF,43,Index Funds / ETFs,503.6708
PORT-1008,NVDA,NVIDIA Corporation,69,Technology,163.702
PORT-1008,PLTR,Palantir Technologies Inc.,71,Technology,102.0327
PORT-1009,WMT,Walmart Inc.,95,Consumer Defensive,111.4276
PORT-1009,GE,General Electric Company,125,Industrials,263.2843
PORT-1009,BA,The Boeing Company,85,Industrials,237.758
PORT-1009,MSFT,Microsoft Corporation,67,Technology,433.3035
PORT-1009,PG,The Procter & Gamble Company,13,Consumer Defensive,117.992
PORT-1009,INTC,Intel Corporation,110,Technology,91.3275
PORT-1009,AAPL,Apple Inc.,18,Technology,267.331
PORT-1009,TSLA,"Tesla, Inc.",30,Consumer Cyclical,435.9564
PORT-1009,BA,The Boeing Company,48,Industrials,242.244
PORT-1009,CVS,CVS Health Corporation,86,Healthcare,71.8146
PORT-1009,VOO,Vanguard S&P 500 ETF,146,Index Funds / ETFs,710.6588
PORT-1009,UNH,UnitedHealth Group Incorporated,149,Healthcare,422.411
PORT-1009,PYPL,"PayPal Holdings, Inc.",102,Financial Services,39.384
PORT-1009,WMT,Walmart Inc.,135,Consumer Defensive,91.2758
PORT-1009,GOOG,Alphabet Inc.,110,Technology,288.6225
PORT-1009,AMZN,"Amazon.com, Inc.",146,Consumer Cyclical,236.5095
PORT-1009,SOFI,"SoFi Technologies, Inc.",34,Financial Services,15.5232
PORT-1009,BA,The Boeing Company,144,Industrials,165.982
PORT-1009,CVS,CVS Health Corporation,30,Healthcare,97.5942
PORT-1009,VOO,Vanguard S&P 500 ETF,141,Index Funds / ETFs,683.0604
PORT-1009,NVDA,NVIDIA Corporation,17,Technology,231.734
PORT-1009,ABBV,AbbVie Inc.,89,Healthcare,178.782
PORT-1009,SOFI,"SoFi Technologies, Inc.",82,Financial Services,16.0083
PORT-1009,ABBV,AbbVie Inc.,60,Healthcare,208.938
PORT-1009,JPM,JPMorgan Chase & Co.,11,Financial Services,290.3016
PORT-1009,ABBV,AbbVie Inc.,30,Healthcare,208.938
PORT-1009,TSLA,"Tesla, Inc.",81,Consumer Cyclical,466.7816
PORT-1009,MSFT,Microsoft Corporation,6,Technology,375.5297
PORT-1009,TSLA,"Tesla, Inc.",38,Consumer Cyclical,321.4628
PORT-1009,KO,The Coca-Cola Company,20,Consumer Defensive,75.9066
PORT-1009,UNH,UnitedHealth Group Incorporated,80,Healthcare,360.9694
PORT-1009,AAPL,Apple Inc.,121,Technology,230.029
PORT-1009,UNH,UnitedHealth Group Incorporated,136,Healthcare,395.5303
PORT-1009,UNH,UnitedHealth Group Incorporated,38,Healthcare,368.6496
PORT-1009,AAPL,Apple Inc.,55,Technology,323.284
PORT-1009,INTC,Intel Corporation,74,Technology,125.4231
PORT-1009,BA,The Boeing Company,119,Industrials,210.842
PORT-1009,CVS,CVS Health Corporation,43,Healthcare,66.2904
PORT-1009,MA,Mastercard Incorporated,115,Financial Services,400.9824
PORT-1009,PLTR,Palantir Technologies Inc.,91,Technology,141.7857
PORT-1009,SOFI,"SoFi Technologies, Inc.",111,Financial Services,17.787
PORT-1009,AAPL,Apple Inc.,86,Technology,292.199
PORT-1009,UNH,UnitedHealth Group Incorporated,96,Healthcare,284.1674
PORT-1009,CVS,CVS Health Corporation,100,Healthcare,65.3697
PORT-1009,CVS,CVS Health Corporation,25,Healthcare,100.3563
PORT-1009,TSLA,"Tesla, Inc.",30,Consumer Cyclical,413.9384
PORT-1009,VOO,Vanguard S&P 500 ETF,54,Index Funds / ETFs,551.968
PORT-1009,CVS,CVS Health Corporation,150,Healthcare,83.7837
PORT-1009,UNH,UnitedHealth Group Incorporated,15,Healthcare,299.5278
PORT-1009,NVDA,NVIDIA Corporation,28,Technology,148.82
PORT-1009,KO,The Coca-Cola Company,122,Consumer Defensive,79.1714
PORT-1009,AAPL,Apple Inc.,30,Technology,326.3925
PORT-1009,AAPL,Apple Inc.,141,Technology,323.284
PORT-1009,QQQ,Invesco QQQ Trust,42,Index Funds / ETFs,547.0875
PORT-1009,PYPL,"PayPal Holdings, Inc.",69,Financial Services,42.4472
PORT-1009,CVS,CVS Health Corporation,17,Healthcare,75.4974
PORT-1009,KO,The Coca-Cola Company,116,Consumer Defensive,68.5608
PORT-1009,SOFI,"SoFi Technologies, Inc.",121,Financial Services,15.0381
PORT-1009,AMZN,"Amazon.com, Inc.",91,Consumer Cyclical,299.035
PORT-1009,BA,The Boeing Company,102,Industrials,213.085
PORT-1009,AMZN,"Amazon.com, Inc.",95,Consumer Cyclical,225.6355
PORT-1009,ABBV,AbbVie Inc.,81,Healthcare,174.474
PORT-1009,TSLA,"Tesla, Inc.",77,Consumer Cyclical,391.9204
PORT-1009,AMZN,"Amazon.com, Inc.",32,Consumer Cyclical,288.161
PORT-1009,INTC,Intel Corporation,82,Technology,125.4231
PORT-1009,PG,The Procter & Gamble Company,88,Consumer Defensive,162.239
PORT-1009,PLTR,Palantir Technologies Inc.,14,Technology,121.9092
PORT-1009,INTC,Intel Corporation,18,Technology,114.4638
PORT-1009,PYPL,"PayPal Holdings, Inc.",123,Financial Services,30.632
PORT-1009,PYPL,"PayPal Holdings, Inc.",138,Financial Services,43.3224
PORT-1009,WMT,Walmart Inc.,49,Consumer Defensive,106.686
PORT-1009,PG,The Procter & Gamble Company,84,Consumer Defensive,153.3896
PORT-1009,CVS,CVS Health Corporation,30,Healthcare,69.0525
PORT-1009,PG,The Procter & Gamble Company,133,Consumer Defensive,143.0653
PORT-1009,XOM,Exxon Mobil Corporation,28,Energy,131.631
PORT-1009,AMZN,"Amazon.com, Inc.",53,Consumer Cyclical,271.85
PORT-1009,PLTR,Palantir Technologies Inc.,126,Technology,143.1108
PORT-1009,QQQ,Invesco QQQ Trust,50,Index Funds / ETFs,539.793
PORT-1009,ABBV,AbbVie Inc.,6,Healthcare,187.398
PORT-1009,TSLA,"Tesla, Inc.",52,Consumer Cyclical,475.5888
PORT-1009,TSLA,"Tesla, Inc.",117,Consumer Cyclical,365.4988
PORT-1009,VOO,Vanguard S&P 500 ETF,32,Index Funds / ETFs,669.2612
PORT-1009,PG,The Procter & Gamble Company,45,Consumer Defensive,115.0422
PORT-1009,INTC,Intel Corporation,70,Technology,129.0762
PORT-1009,AMZN,"Amazon.com, Inc.",26,Consumer Cyclical,290.8795
PORT-1009,JPM,JPMorgan Chase & Co.,122,Financial Services,257.3808
PORT-1009,UNH,UnitedHealth Group Incorporated,56,Healthcare,360.9694
PORT-1009,XOM,Exxon Mobil Corporation,16,Energy,110.925
PORT-1009,PG,The Procter & Gamble Company,30,Consumer Defensive,103.243
PORT-1009,GOOG,Alphabet Inc.,74,Technology,292.4708
PORT-1009,WMT,Walmart Inc.,5,Consumer Defensive,88.905
PORT-1009,UNH,UnitedHealth Group Incorporated,70,Healthcare,376.3298
PORT-1009,MSFT,Microsoft Corporation,78,Technology,288.869
PORT-1009,PLTR,Palantir Technologies Inc.,67,Technology,141.7857
PORT-1009,SOFI,"SoFi Technologies, Inc.",51,Financial Services,14.8764
PORT-1009,AMZN,"Amazon.com, Inc.",60,Consumer Cyclical,220.1985
PORT-1009,MSFT,Microsoft Corporation,126,Technology,396.1632
PORT-1009,GOOG,Alphabet Inc.,27,Technology,304.0157
PORT-1009,MA,Mastercard Incorporated,150,Financial Services,450.4864
PORT-1009,XOM,Exxon Mobil Corporation,1,Energy,155.295
PORT-1009,SOFI,"SoFi Technologies, Inc.",35,Financial Services,17.6253
